fifa_version,short_name,overall,potential,age,league_name,club_name,nationality_name,pace,shooting,passing,dribbling,defending,physic
23,D. Markovic,53,61,20,A-League,Western United,Australia,56.0,23.0,42.0,52.0,49.0,56.0
23,P. Gogoi,53,62,23,Super League,NorthEast United,India,56.0,39.0,50.0,52.0,47.0,63.0
23,V. Hagen,53,68,19,Eliteserien,Viking,Norway,61.0,29.0,34.0,52.0,51.0,54.0
23,R. Al Bloushi,53,65,21,Pro League,Al Ittifaq,Saudi Arabia,72.0,52.0,43.0,54.0,22.0,57.0
23,E. Khouri,53,67,19,League Two,Grimsby Town,England,71.0,42.0,49.0,54.0,46.0,47.0
23,L. Mariette,53,73,18,Championship,Blackpool,Wales,64.0,45.0,52.0,54.0,44.0,52.0
23,L. Cross,53,65,19,League Two,Northampton Town,England,64.0,47.0,54.0,57.0,45.0,52.0
23,K. Pierre,53,70,19,Major League Soccer,Sporting KC,United States,78.0,26.0,41.0,51.0,45.0,52.0
23,M. Wyparło,53,68,18,Ekstraklasa,Stal Mielec,Poland,60.0,35.0,44.0,53.0,51.0,62.0
23,S. Thangmuansang,53,60,23,Super League,Odisha FC,India,61.0,25.0,37.0,51.0,50.0,49.0
23,A. Blidar,53,66,19,Liga 1,U Craiova 1948,Romania,78.0,37.0,48.0,56.0,37.0,44.0
23,N. Pedersen,53,67,20,Superliga,Silkeborg,Denmark,69.0,49.0,47.0,56.0,25.0,44.0
23,S. Simons,53,62,18,League Two,Carlisle United,England,,,,,,
23,T. Coman,53,65,20,Liga 1,Mioveni,Romania,73.0,52.0,30.0,47.0,18.0,47.0
23,B. Adeeko,53,64,19,Championship,Wigan Athletic,Republic of Ireland,68.0,42.0,51.0,58.0,46.0,52.0
23,T. Williams,53,73,17,Major League Soccer,Orlando City,United States,58.0,31.0,37.0,44.0,52.0,62.0
23,A. Emakhu,53,74,18,Premier Division,Shamrock Rovers,Republic of Ireland,74.0,53.0,38.0,53.0,17.0,48.0
23,E. Fernandez,53,69,20,League One,Peterborough United,England,59.0,23.0,28.0,33.0,55.0,62.0
23,J. Chapman,53,64,19,Championship,Rotherham United,England,,,,,,
23,R. Al Ghamdi,53,61,22,Pro League,Dhamk,Saudi Arabia,71.0,52.0,43.0,54.0,31.0,53.0
23,C. Witzig,53,67,21,Super League,St. Gallen,Switzerland,66.0,42.0,49.0,56.0,49.0,55.0
23,S. Weirauch,53,73,18,Ekstraklasa,Zagłębie Lubin,Poland,,,,,,
23,S. Al Mousa,53,68,19,Pro League,Al Ittifaq,Saudi Arabia,59.0,25.0,43.0,40.0,52.0,59.0
23,N. Rupp,53,73,18,Super League,Luzern,Switzerland,59.0,45.0,55.0,57.0,41.0,48.0
23,T. Al Hajji,53,61,23,Pro League,Al Khaleej,Saudi Arabia,,,,,,
23,G. Kirejczyk,53,68,19,Ekstraklasa,Piast Gliwice,Poland,49.0,54.0,38.0,44.0,26.0,69.0
23,D. Nkrumah,53,64,18,League Two,Leyton Orient,England,72.0,50.0,40.0,54.0,17.0,56.0
23,C. Humphreys,53,68,18,League One,Ipswich Town,England,64.0,41.0,52.0,56.0,50.0,57.0
23,R. Al Qahtani,53,67,20,Pro League,Dhamk,Saudi Arabia,71.0,49.0,50.0,54.0,26.0,43.0
23,J. Carragher,53,65,19,Championship,Wigan Athletic,England,57.0,25.0,30.0,37.0,52.0,65.0
23,K. Al Absi,53,64,21,Pro League,Al Tai,Saudi Arabia,68.0,45.0,47.0,54.0,19.0,42.0
23,E. Kischka,53,68,20,2. Bundesliga,Eintracht Braunschweig,Germany,59.0,45.0,52.0,58.0,39.0,50.0
23,J. Gaines,53,68,19,Major League Soccer,Los Angeles FC,United States,63.0,24.0,44.0,51.0,48.0,56.0
23,T. Mokwena,53,62,22,Premier League,Kaizer Chiefs,South Africa,60.0,26.0,28.0,31.0,54.0,64.0
23,J. Torrance,53,61,20,League Two,Salford City,England,,,,,,
23,H. Singh,53,61,22,Super League,Mumbai City,India,63.0,27.0,35.0,51.0,50.0,46.0
23,M. Nemil,53,66,20,Super League,Goa,India,74.0,41.0,51.0,55.0,35.0,52.0
23,S. Al Enazi,53,60,23,Pro League,Al Batin,Saudi Arabia,76.0,26.0,39.0,52.0,47.0,58.0
23,J. George,53,62,24,Super League,NorthEast United,India,60.0,24.0,33.0,36.0,51.0,69.0
23,M. Nielsen,53,73,17,Superliga,OB,Denmark,,,,,,
23,B. Al Huwaidi,53,61,20,Pro League,Al Batin,Saudi Arabia,65.0,27.0,36.0,51.0,50.0,62.0
23,A. Drewe,53,66,21,Championship,Queens Park Rangers,England,67.0,30.0,36.0,48.0,50.0,50.0
23,A. Nygaard,53,70,20,Allsvenskan,IFK Göteborg,Sweden,67.0,52.0,37.0,50.0,20.0,49.0
23,G. Samaké,53,58,24,Major League Soccer,DC United,Côte d'Ivoire,67.0,39.0,41.0,55.0,48.0,53.0
23,J. Gbode,53,67,17,League Two,Gillingham,England,78.0,49.0,34.0,49.0,18.0,65.0
23,Q. Bartley,53,65,18,League Two,AFC Wimbledon,England,65.0,49.0,39.0,51.0,27.0,67.0
23,Cho Jae Hun,53,69,19,K League 1,Pohang Steelers,Korea Republic,62.0,46.0,47.0,58.0,23.0,36.0
23,D. Bendrik,53,70,19,Allsvenskan,Varberg BoIS,Sweden,64.0,36.0,48.0,50.0,49.0,57.0
23,V. Göransson,53,62,21,Allsvenskan,Helsingborg,Sweden,69.0,44.0,53.0,51.0,47.0,52.0
23,J. Tabiner,53,69,18,League Two,Crewe Alexandra,England,66.0,50.0,54.0,58.0,45.0,47.0
23,J. Horz,53,68,19,Bundesliga,Eintracht Frankfurt,Germany,,,,,,
23,W. Richmond,53,60,22,Major League Soccer,SJ Earthquakes,United States,70.0,42.0,46.0,55.0,24.0,50.0
23,T. Ikoba,53,69,18,Major League Soccer,Portland Timbers,United States,73.0,50.0,34.0,44.0,21.0,62.0
23,E. Centeno,53,64,20,Major League Soccer,Atlanta United,United States,63.0,35.0,40.0,50.0,47.0,46.0
23,D. Murugesapillai,53,70,18,Eliteserien,Lillestrøm,Norway,63.0,41.0,52.0,56.0,52.0,53.0
23,J. Ciućka,53,71,19,Ekstraklasa,Górnik Zabrze,Poland,60.0,55.0,41.0,57.0,17.0,51.0
23,Park Ji won,53,68,21,K League 1,Seongnam,Korea Republic,79.0,57.0,42.0,56.0,23.0,49.0
23,G. McConnell,53,68,17,League One,Cambridge United,England,62.0,47.0,51.0,56.0,42.0,49.0
23,C. Evans,53,64,18,League Two,Crewe Alexandra,Wales,76.0,51.0,39.0,54.0,29.0,48.0
23,L. Jaquez,53,72,19,Super League,Luzern,Switzerland,59.0,26.0,36.0,41.0,54.0,55.0
23,K. Nassiri,53,62,21,Super League,ATK Mohun Bagan,India,63.0,54.0,44.0,57.0,21.0,46.0
23,K. Suzuki,53,58,24,K League 1,Daegu,Japan,63.0,34.0,40.0,48.0,51.0,52.0
23,A. Sorenson,53,65,19,Major League Soccer,Philadelphia Union,United States,63.0,26.0,41.0,50.0,50.0,48.0
23,A. Zimarino,53,64,20,A-League,Perth Glory,Australia,70.0,49.0,46.0,54.0,32.0,55.0
23,A. Marcucci,53,60,22,Major League Soccer,New York RB,United States,,,,,,
23,A. Carrera,53,73,18,Major League Soccer,Dallas,United States,,,,,,
23,A. Pătlăgică,53,68,19,Liga 1,UTA Arad,Romania,69.0,29.0,39.0,51.0,47.0,52.0
23,J. Lutostański,53,73,17,Ekstraklasa,Śląsk Wrocław,Poland,66.0,56.0,37.0,49.0,18.0,42.0
23,G. Marks,53,61,22,Major League Soccer,Charlotte,United States,,,,,,
23,Han Jong Mu,53,68,19,K League 1,Jeju United,Korea Republic,53.0,42.0,53.0,57.0,40.0,51.0
23,J. Tapia,53,64,18,Primera Division,Unión La Calera,Chile,,,,,,
23,R. Jordan,53,62,22,A-League,Newcastle Jets,Australia,66.0,47.0,48.0,57.0,32.0,47.0
23,D. Hafstad,53,70,18,Eliteserien,Tromsø,Norway,65.0,53.0,42.0,51.0,23.0,44.0
23,A. Jok,53,62,21,A-League,Central Coast Mariners,Australia,73.0,51.0,42.0,48.0,19.0,55.0
23,T. van Assema,53,68,20,Allsvenskan,IFK Göteborg,Sweden,56.0,23.0,33.0,38.0,53.0,54.0
23,H. Gustafsson,53,65,21,Allsvenskan,Värnamo,Sweden,,,,,,
23,J. Muir,53,64,20,A-League,Perth Glory,Australia,58.0,27.0,41.0,45.0,50.0,67.0
23,F. Giraudo,53,59,23,Serie B,Reggina,Italy,61.0,28.0,33.0,46.0,54.0,69.0
23,M. Broholm,53,71,17,Eliteserien,Rosenborg,Norway,63.0,47.0,54.0,57.0,51.0,48.0
23,D. Bassi,53,73,17,Eliteserien,Tromsø,Norway,73.0,46.0,48.0,55.0,44.0,40.0
23,J. Cotterill,53,68,17,Championship,Swansea City,Wales,59.0,43.0,53.0,52.0,47.0,54.0
23,J. Ardila,53,73,16,Primera Division,Estudiantes Mérida,Venezuela,66.0,45.0,55.0,58.0,38.0,50.0
23,A. Circati,53,71,18,Serie B,Parma,Italy,60.0,27.0,34.0,37.0,52.0,62.0
23,L. Harvey,53,78,17,Premiership,Aberdeen,Scotland,64.0,55.0,38.0,48.0,16.0,48.0
23,D. Lobban,53,79,16,Premiership,Aberdeen,Scotland,64.0,45.0,53.0,57.0,38.0,42.0
23,T. Antonoglou,53,64,21,Major League Soccer,Toronto,Canada,65.0,28.0,41.0,51.0,50.0,43.0
23,C. Johnson,53,67,17,League Two,Stockport County,England,68.0,46.0,52.0,55.0,47.0,55.0
23,O. Wolff,53,75,17,Major League Soccer,Austin,United States,66.0,38.0,45.0,59.0,28.0,42.0
23,M. Albayrak,53,67,18,Super Lig,Sivasspor,Turkey,53.0,34.0,41.0,46.0,53.0,56.0
23,A. Jercălău,53,72,17,Liga 1,Petrolul 52,Romania,,,,,,
23,A. Abdusalam,53,63,19,Super League,Hangzhou,China PR,55.0,38.0,49.0,54.0,42.0,48.0
23,M. Al Darwish,53,62,22,Pro League,Al Khaleej,Saudi Arabia,69.0,47.0,49.0,53.0,36.0,46.0
23,A. Dithmer,53,76,16,Superliga,København,Denmark,,,,,,
23,C. Davies,53,66,18,League Two,Mansfield Town,England,64.0,45.0,52.0,55.0,40.0,57.0
23,R. Luthra,53,70,20,Championship,Cardiff City,England,,,,,,
23,J. Kenneryd,53,70,18,Allsvenskan,Värnamo,Sweden,64.0,24.0,35.0,42.0,52.0,56.0
23,B. Albizo,53,65,19,Primera Division,Caracas,Venezuela,69.0,54.0,45.0,58.0,19.0,43.0
23,A. Sæther,53,63,21,Eliteserien,Kristiansund,Norway,,,,,,
23,M. Weidel,53,74,17,Eliteserien,Kristiansund,Norway,64.0,53.0,43.0,51.0,24.0,48.0
23,L. Meyer,53,76,18,Super League,Luzern,Switzerland,60.0,29.0,36.0,51.0,50.0,54.0
23,M. Serbest,53,68,17,Super Lig,İstanbulspor,Turkey,,,,,,
23,B. Beganović,53,70,17,Bundesliga,Ried,Bosnia and Herzegovina,67.0,51.0,47.0,57.0,27.0,45.0
23,S. Strand-Kolbjørnsen,53,72,18,Eliteserien,Vålerenga,Norway,,,,,,
23,M. Larsen,53,73,18,Superliga,Brøndby,Denmark,68.0,46.0,55.0,60.0,40.0,49.0
23,C. Finney,53,62,18,League Two,Crewe Alexandra,England,72.0,44.0,52.0,54.0,43.0,44.0
23,B. Dumrath,53,69,18,Super League,St. Gallen,Germany,,,,,,
23,B. Lloyd,53,70,17,Championship,Swansea City,Wales,60.0,44.0,50.0,61.0,30.0,41.0
23,S. Sserwadda,53,67,19,Major League Soccer,New York RB,Uganda,72.0,40.0,50.0,58.0,44.0,54.0
23,L. Mack,53,67,18,3. Liga,Freiburg II,Germany,,,,,,
23,S. van der Sluis,53,58,21,Premier Division,Shelbourne,Wales,,,,,,
23,E. Viegbe,53,70,18,Ligue 2,Valenciennes,France,57.0,33.0,47.0,53.0,49.0,49.0
23,F. Manfrin,53,70,18,Serie B,Cittadella,Italy,,,,,,
23,L. Carlstrand,53,74,17,Allsvenskan,IFK Göteborg,Sweden,67.0,53.0,40.0,52.0,20.0,57.0
23,V. Byskov,53,75,17,Superliga,Midtjylland,Denmark,67.0,41.0,53.0,57.0,37.0,41.0
23,P. Klausen,53,68,19,Eliteserien,Odd,Norway,,,,,,
23,M. Dehler,53,71,18,3. Liga,Ingolstadt,Germany,,,,,,
23,J. Bjarnason,53,76,17,Allsvenskan,Norrköping,Iceland,64.0,44.0,51.0,58.0,44.0,50.0
23,J. O'Brien,53,63,19,League Two,Salford City,Republic of Ireland,65.0,22.0,35.0,41.0,51.0,64.0
23,R. Boulais,53,60,20,Ligue 2,Quevilly Rouen,France,,,,,,
23,H. Ozée,53,61,22,Ligue 2,Quevilly Rouen,France,62.0,25.0,35.0,36.0,57.0,44.0
23,K. Corenthin,53,61,21,Ligue 2,Quevilly Rouen,France,61.0,37.0,51.0,57.0,51.0,49.0
23,D. Durivaux,53,60,21,Ligue 2,Niort,France,66.0,29.0,33.0,47.0,52.0,52.0
23,F. Rahn,53,68,17,2. Bundesliga,Sandhausen,Germany,61.0,35.0,40.0,47.0,48.0,52.0
23,A. Sangwan,53,54,26,Super League,Chennaiyin,India,68.0,36.0,43.0,47.0,49.0,57.0
23,M. Mohammad,53,60,23,Super League,Hyderabad,India,69.0,29.0,38.0,49.0,48.0,60.0
23,A. Al Muzayil,53,62,22,Pro League,Al Batin,Saudi Arabia,69.0,37.0,45.0,53.0,47.0,52.0
23,J. Pradic,53,75,16,Championship,Preston North End,Wales,,,,,,
23,S. Camara,53,70,19,Super League,Servette,Switzerland,69.0,39.0,51.0,56.0,44.0,49.0
23,N. Wagner,53,72,17,3. Liga,Freiburg II,Germany,61.0,23.0,33.0,33.0,54.0,54.0
23,A. Picornell,53,71,18,Allsvenskan,Djurgården,Sweden,,,,,,
23,N. Toggenburger,53,71,18,Super League,Luzern,Switzerland,55.0,55.0,37.0,49.0,21.0,49.0
23,S. Ottiger,53,65,19,Super League,Luzern,Switzerland,61.0,26.0,30.0,46.0,54.0,61.0
23,N. Lebreton,53,73,18,Ligue 2,Caen,France,66.0,40.0,49.0,48.0,50.0,55.0
23,N. Quiñónes,53,66,19,Major League Soccer,Houston Dynamo,Colombia,63.0,50.0,46.0,57.0,33.0,43.0
23,A. Ryste,53,75,17,Eliteserien,Odd,Norway,74.0,52.0,40.0,52.0,21.0,53.0
23,G. Mortensen,53,70,18,Superliga,Lyngby,Denmark,69.0,26.0,38.0,53.0,47.0,51.0
23,A. Bačić,53,70,18,Bundesliga,Austria Lustenau,Austria,56.0,42.0,51.0,60.0,44.0,50.0
23,Kim Hun Min,53,61,21,K League 1,Seongnam,Korea Republic,62.0,30.0,36.0,54.0,49.0,52.0
23,E. Aarflot,53,70,18,Eliteserien,Tromsø,Norway,74.0,53.0,38.0,53.0,19.0,49.0
23,O. Arblaster,53,71,18,Championship,Sheffield United,England,66.0,40.0,53.0,49.0,44.0,58.0
23,M. Stjopin,53,68,19,Superliga,Nordsjælland,Finland,68.0,47.0,50.0,57.0,15.0,35.0
23,U. Syversen,53,68,19,Eliteserien,Aalesund,Norway,56.0,30.0,39.0,40.0,53.0,53.0
23,T. Sako,53,66,19,Ligue 2,Niort,France,63.0,28.0,32.0,35.0,54.0,62.0
23,N. Al Suhaymi,53,54,27,Pro League,Al Batin,Saudi Arabia,68.0,42.0,53.0,58.0,34.0,47.0
23,D. Paraschiv,53,64,19,Liga 1,Voluntari,Romania,,,,,,
23,J. Whitworth,53,76,18,Premier League,Crystal Palace,England,,,,,,
23,L. Sonzogni,53,68,17,Serie B,Brescia,Italy,,,,,,
23,M. Baaloudj,53,60,21,Ligue 2,Guingamp,Algeria,56.0,58.0,38.0,47.0,19.0,42.0
23,K. Agro,53,61,20,Ligue 2,Sochaux,France,,,,,,
23,E. Mayenda,53,79,17,Ligue 2,Sochaux,Spain,56.0,54.0,39.0,49.0,18.0,52.0
23,D. Moussadek,53,63,20,Ligue 2,Le Havre,France,60.0,25.0,29.0,35.0,54.0,61.0
23,Y. Gomis,53,79,16,Ligue 2,Le Havre,France,59.0,26.0,32.0,34.0,54.0,56.0
23,S. Ebonog,53,77,17,Ligue 2,Le Havre,France,68.0,49.0,49.0,52.0,25.0,40.0
23,S. Ngoura,53,75,17,Ligue 2,Le Havre,France,53.0,54.0,40.0,50.0,18.0,46.0
23,É. Logbo,53,73,18,Ligue 2,Le Havre,France,62.0,54.0,43.0,59.0,17.0,46.0
23,A. Aremeyaw,53,69,18,Major League Soccer,Philadelphia Union,Ghana,60.0,28.0,36.0,40.0,52.0,62.0
23,A. Siddiq,53,63,20,Pro League,Al Ittihad,Saudi Arabia,78.0,41.0,47.0,58.0,23.0,38.0
23,S. Heal,53,64,19,League One,Bristol Rovers,England,72.0,30.0,38.0,49.0,48.0,52.0
23,I. Al Ali,53,63,21,Pro League,Al Tai,Saudi Arabia,63.0,29.0,45.0,51.0,49.0,54.0
23,E. Piana,53,63,18,Serie A,Udinese,Italy,,,,,,
23,J. Nielsen,53,71,18,Superliga,Randers,Denmark,,,,,,
23,A. Sorrentino,53,68,17,Serie A,Salernitana,Italy,,,,,,
23,M. Bariki,53,60,22,Ligue 2,Amiens SC,France,64.0,55.0,46.0,56.0,25.0,40.0
23,S. Touray,53,62,22,Ligue 2,Grenoble Foot 38,Gambia,59.0,39.0,53.0,55.0,48.0,52.0
23,N. El Bahhar,53,69,18,Pro League,Al Ittihad,Egypt,51.0,50.0,57.0,56.0,30.0,50.0
23,J. Slater,53,73,17,Championship,Preston North End,Republic of Ireland,74.0,32.0,45.0,53.0,46.0,52.0
23,T. Gardies,53,62,21,Ligue 2,Paris,France,,,,,,
23,J. Hinchy,53,68,19,Premier League,Brighton & Hove Albion,England,63.0,39.0,53.0,53.0,47.0,52.0
23,H. Sibyani,53,63,21,Pro League,Al Shabab,Saudi Arabia,74.0,25.0,38.0,54.0,47.0,49.0
23,M. Isager,53,73,17,Superliga,Horsens,Denmark,60.0,33.0,50.0,53.0,49.0,54.0
23,J. Siaj,53,56,26,Premier Division,Finn Harps,Jordan,60.0,54.0,37.0,48.0,19.0,61.0
23,A. Gauthier,53,71,18,Ligue 2,Saint-Étienne,France,63.0,45.0,55.0,57.0,40.0,44.0
23,R. Chin,53,69,19,League One,Charlton Athletic,England,75.0,39.0,50.0,54.0,50.0,50.0
23,Y. Minteh,53,70,17,Superliga,OB,Gambia,67.0,47.0,44.0,57.0,23.0,36.0
23,K. Singh,52,52,36,Super League,Kerala Blasters,India,,,,,,
23,M. Gould,52,55,28,,,New Zealand,,,,,,
23,S. McSweeney,52,54,24,Premier Division,Shelbourne,Republic of Ireland,51.0,51.0,52.0,52.0,35.0,52.0
23,Li Guanxi,52,57,23,Super League,Shandong Luneng,China PR,,,,,,
23,Chen Yajun,52,59,23,Super League,Guangzhou R&F,China PR,74.0,35.0,49.0,56.0,51.0,49.0
23,Wen Junjie,52,56,25,Super League,Meizhou Hakka,China PR,61.0,24.0,29.0,31.0,54.0,59.0
23,S. Spasov,52,62,20,League One,Oxford United,Bulgaria,73.0,51.0,40.0,55.0,20.0,38.0
23,P. Kindberg,52,65,19,Allsvenskan,Värnamo,Sweden,66.0,31.0,45.0,51.0,48.0,46.0
23,M. Rakip,52,59,22,Super League,East Bengal,India,73.0,25.0,38.0,44.0,45.0,64.0
23,A. Hakku,52,54,27,Super League,Kerala Blasters,India,49.0,24.0,36.0,37.0,51.0,64.0
23,L. Ralte,52,52,29,Super League,Odisha FC,India,,,,,,
23,A. Mukherjee,52,55,25,Super League,East Bengal,India,75.0,34.0,39.0,44.0,46.0,61.0
23,M. Sanyor,52,66,20,Pro League,Al Raed,Saudi Arabia,,,,,,
23,G. Singh,52,56,25,Super League,Mumbai City,India,58.0,26.0,31.0,34.0,51.0,66.0
23,T. Singh,52,53,27,Super League,NorthEast United,India,70.0,36.0,36.0,45.0,47.0,57.0
23,M. Dhot,52,59,24,Super League,Chennaiyin,India,60.0,27.0,35.0,41.0,52.0,65.0
23,K. Amin,52,52,33,Super League,Odisha FC,India,65.0,24.0,37.0,42.0,49.0,62.0
23,P. Kumar,52,52,32,Super League,East Bengal,India,,,,,,
23,S. Anderson,52,69,19,Major League Soccer,Colorado Rapids,United States,57.0,32.0,43.0,53.0,48.0,53.0
23,Kim Jeong hoon,52,62,21,K League 1,Sangju Sangmu,Korea Republic,,,,,,
23,R. Munro,52,62,22,Premiership,Ross County,Scotland,,,,,,
23,Zheng Xuejian,52,66,21,Super League,Hangzhou,China PR,62.0,40.0,52.0,55.0,52.0,63.0
23,S. Tavora,52,56,26,Super League,Hyderabad,India,70.0,48.0,48.0,50.0,49.0,64.0
23,José Aguilar,52,66,21,Super League,Sion,Spain,62.0,40.0,51.0,55.0,50.0,43.0
23,Xing Yu,52,56,26,Super League,Chengdu Qianbao,China PR,,,,,,
23,Woo Min Geol,52,61,22,K League 1,Jeju United,Korea Republic,62.0,25.0,33.0,51.0,49.0,56.0
23,Kim Min Gyu,52,61,22,K League 1,Pohang Steelers,Korea Republic,58.0,22.0,27.0,28.0,53.0,62.0
23,M. Byrne,52,63,21,Premier Division,Sligo Rovers,Republic of Ireland,60.0,38.0,54.0,52.0,37.0,48.0
23,A. Basit,52,62,22,Serie B,Benevento,Ghana,65.0,42.0,52.0,47.0,44.0,58.0
23,P. Shrivas,52,56,25,Super League,Bengaluru,India,64.0,28.0,40.0,45.0,48.0,63.0
23,K. Molefe,52,71,19,Premier League,Kaizer Chiefs,South Africa,,,,,,
23,A. George,52,68,19,Championship,Birmingham City,England,80.0,48.0,41.0,51.0,18.0,48.0
23,H. Antonay,52,59,22,Super League,Odisha FC,India,74.0,26.0,40.0,46.0,48.0,48.0
23,J. Zoherliana,52,57,23,Super League,NorthEast United,India,62.0,32.0,41.0,48.0,48.0,61.0
23,Xu Haofeng,52,57,23,Super League,Shenzhen,China PR,65.0,24.0,33.0,40.0,52.0,58.0
23,L. D'Cunha,52,58,24,Super League,Goa,India,61.0,26.0,36.0,46.0,51.0,59.0
23,S. Pereira,52,59,24,Super League,Goa,India,60.0,28.0,42.0,50.0,47.0,50.0
23,D. Hrezdac,52,64,20,Liga 1,UTA Arad,Romania,66.0,35.0,41.0,48.0,52.0,57.0
23,M. Bortniczuk,52,66,20,Ekstraklasa,Jagiellonia Białystok,Poland,76.0,53.0,48.0,51.0,15.0,50.0
23,E. Wohlgemuth,52,68,20,2. Bundesliga,Kaiserslautern,Germany,,,,,,
23,A. Chilili,52,68,19,Liga 1,Voluntari,Romania,62.0,27.0,39.0,43.0,53.0,57.0
23,N. Naorem,52,60,22,Super League,Goa,India,73.0,47.0,46.0,53.0,31.0,54.0
23,K. Paulsen,52,74,18,Eliteserien,Viking,Norway,54.0,25.0,30.0,31.0,55.0,52.0
23,D. Dodds,52,65,21,Championship,Middlesbrough,England,57.0,25.0,34.0,50.0,54.0,49.0
23,M. Al Oufi,52,67,19,Pro League,Al Adalh,Saudi Arabia,66.0,31.0,40.0,47.0,49.0,56.0
23,F. Al Dawsari,52,66,20,Pro League,Al Ittifaq,Saudi Arabia,67.0,47.0,50.0,53.0,44.0,57.0
23,R. Duncan,52,73,18,Premiership,Aberdeen,Scotland,67.0,44.0,50.0,54.0,35.0,44.0
23,H. Al Sayyaf,52,65,20,Pro League,Al Ittifaq,Saudi Arabia,58.0,26.0,31.0,31.0,52.0,66.0
23,K. Ferdinand,52,68,18,Major League Soccer,Montreal Impact,Canada,71.0,23.0,40.0,52.0,51.0,57.0
23,A. Al Hassan,52,73,18,Pro League,Al Fateh,Saudi Arabia,76.0,35.0,45.0,49.0,50.0,67.0
23,J. Castilla,52,72,17,Major League Soccer,Houston Dynamo,Colombia,57.0,48.0,47.0,57.0,46.0,45.0
23,G. Asomani,52,62,23,Major League Soccer,SJ Earthquakes,Ghana,57.0,29.0,47.0,53.0,49.0,47.0
23,Kim Hee Seung,52,68,19,K League 1,Daegu,Korea Republic,62.0,38.0,49.0,51.0,41.0,65.0
23,Kang Jae Woo,52,63,22,K League 1,Seongnam,Korea Republic,66.0,44.0,47.0,56.0,46.0,59.0
23,Kim Ryun Seong,52,66,20,K League 1,Sangju Sangmu,Korea Republic,61.0,35.0,41.0,48.0,46.0,48.0
23,B. Al Hurayji,52,60,22,Pro League,Al Batin,Saudi Arabia,58.0,35.0,52.0,55.0,37.0,52.0
23,A. Radif,52,68,19,Pro League,Al Taawon,Saudi Arabia,67.0,49.0,33.0,43.0,22.0,61.0
23,M. Edwards,52,62,21,Major League Soccer,Colorado Rapids,United States,55.0,27.0,32.0,32.0,52.0,65.0
23,O. Larraz,52,66,20,Major League Soccer,Colorado Rapids,United States,57.0,42.0,49.0,58.0,45.0,48.0
23,Mao Kaiyu,52,52,31,Super League,Changchun Yatai,China PR,54.0,33.0,37.0,40.0,52.0,62.0
23,N. Al Saadi,52,62,21,Pro League,Abha,Saudi Arabia,65.0,43.0,49.0,58.0,28.0,37.0
23,Bai Yang,52,55,24,Super League,Beijing Guoan,China PR,58.0,26.0,31.0,33.0,51.0,62.0
23,Guo Hanru,52,59,22,Super League,Hebei CFFC,China PR,,,,,,
23,Xu Shilong,52,62,21,Super League,Henan Jianye,China PR,,,,,,
23,Ci Henglong,52,64,22,Super League,Changchun Yatai,China PR,,,,,,
23,H. Abraham,52,65,21,Super League,Shanghai SIPG,China PR,66.0,41.0,51.0,57.0,44.0,58.0
23,Wang Jinshuai,52,59,21,Super League,Dalian Professional,China PR,,,,,,
23,D. Norris,52,63,19,Premier Division,UCD,Republic of Ireland,62.0,48.0,47.0,54.0,38.0,49.0
23,H. McHugh,52,67,19,Championship,Wigan Athletic,England,73.0,44.0,54.0,56.0,40.0,48.0
23,J. Sivi,52,69,19,Championship,Middlesbrough,England,64.0,54.0,44.0,54.0,26.0,37.0
23,M. Jobe,52,63,19,League One,Cambridge United,England,67.0,23.0,32.0,39.0,51.0,61.0
23,D. Moore,52,64,18,League One,Burton Albion,England,,,,,,
23,G. De Nitti,52,68,19,Super League,Zürich,Switzerland,,,,,,
23,J. Moore,52,67,18,Championship,Blackpool,England,66.0,32.0,45.0,49.0,49.0,44.0
23,S. Tickle,52,66,20,Championship,Wigan Athletic,England,,,,,,
23,A. Mikułko,52,73,17,Ekstraklasa,Lechia Gdańsk,Poland,,,,,,
23,C. Heaney,52,63,21,Premier Division,Sligo Rovers,Republic of Ireland,65.0,51.0,47.0,53.0,31.0,39.0
23,J. Searle,52,65,21,League One,Barnsley,New Zealand,,,,,,
23,T. Streller,52,68,19,3. Liga,Zwickau,Germany,57.0,40.0,51.0,55.0,56.0,56.0
23,A. Morosoli,52,70,17,Super League,Lugano,Switzerland,,,,,,
23,R. Bozinovski,52,67,17,A-League,Western United,Australia,78.0,42.0,46.0,58.0,47.0,52.0
23,T. Cann,52,65,21,Championship,West Bromwich Albion,England,,,,,,
23,N. Al Rashoudi,52,62,21,Pro League,Al Taawon,Saudi Arabia,59.0,50.0,50.0,59.0,31.0,42.0
23,C. Mutawe,52,55,21,Premier Division,Drogheda United,Republic of Ireland,61.0,29.0,39.0,46.0,55.0,49.0
23,A. Badolato,52,68,17,A-League,Western Sydney Wanderers,Australia,74.0,51.0,37.0,50.0,18.0,50.0
23,B. Brooks,52,68,18,League One,Lincoln City,Republic of Ireland,68.0,45.0,52.0,56.0,45.0,48.0
23,R. Fay,52,60,19,Premier Division,St Patrick's,Republic of Ireland,66.0,49.0,52.0,56.0,47.0,56.0
23,G. Cowmeadow,52,63,18,League Two,Swindon Town,Wales,71.0,51.0,38.0,54.0,15.0,45.0
23,C. Slicker,52,69,19,League Two,Rochdale,Scotland,,,,,,
23,O. Gallagher,52,69,17,League One,Lincoln City,Republic of Ireland,64.0,41.0,50.0,53.0,41.0,57.0
